hs06,us_tariff_2019,us_tariff_2020
902511,0.0,0.0
902519,25.0,25.0
902580,18.333332,13.333332
902590,25.0,25.0
902610,18.333332,13.333332
902620,20.0,16.25
902680,21.666666,19.166666
902690,25.0,25.0
902710,25.0,25.0
902720,25.0,25.0
902730,25.0,25.0
902750,25.0,25.0
902780,25.0,25.0
902790,23.888887,23.055553
902810,25.0,25.0
902820,25.0,25.0
902830,25.0,25.0
902890,25.0,25.0
902910,25.0,25.0
902920,25.0,25.0
902990,22.5,20.625
903010,25.0,25.0
903020,25.0,25.0
903031,25.0,25.0
903032,25.0,25.0
903033,25.0,25.0
903039,25.0,25.0
903040,25.0,25.0
903082,25.0,25.0
903084,25.0,25.0
903089,25.0,25.0
903090,25.0,25.0
903110,25.0,25.0
903120,25.0,25.0
903141,25.0,25.0
903149,25.0,25.0
903180,25.0,25.0
903190,25.0,25.0
903210,25.0,25.0
903220,25.0,25.0
903281,25.0,25.0
903289,25.0,25.0
903290,25.0,25.0
903300,25.0,25.0
910111,13.125,6.5625
910119,13.75,6.875
910121,15.0,7.5
910129,15.0,7.5
910191,7.5,3.75
910199,11.25,5.625
910211,14.53125,7.265625
910212,5.0,2.5
910219,14.0625,7.03125
910221,13.333333,6.6666665
910229,12.307693,6.1538463
910291,12.5,6.25
910299,15.0,7.5
910310,4.0,2.0
910390,7.5,3.75
910400,23.888887,23.055553
910511,0.0,0.0
910519,12.0,6.0
910521,0.0,0.0
910529,10.5,5.25
910591,0.0,0.0
910599,12.5,6.25
910610,25.0,25.0
910690,25.0,25.0
910700,25.0,25.0
910811,11.25,5.625
910812,0.0,0.0
910819,15.0,7.5
910820,15.0,7.5
910890,13.636364,6.818182
910910,6.5625,3.28125
910990,10.0,5.0
911011,15.0,7.5
911012,15.0,7.5
911019,15.0,7.5
911090,15.0,7.5
911110,15.0,7.5
911120,15.0,7.5
911180,15.0,7.5
911190,15.0,7.5
911220,15.0,7.5
911290,15.0,7.5
911310,15.0,7.5
911320,7.5,3.75
911390,7.5,3.75
911410,15.0,7.5
911430,15.0,7.5
911440,15.0,7.5
911490,12.0,6.0
920110,15.0,7.5
920120,15.0,7.5
920190,15.0,7.5
920210,0.0,0.0
920290,10.0,5.0
920510,15.0,7.5
920590,15.0,7.5
920600,15.0,7.5
920710,15.0,7.5
920790,15.0,7.5
920810,0.0,0.0
920890,15.0,7.5
920930,15.0,7.5
920991,15.0,7.5
920992,11.25,5.625
920994,7.5,3.75
920999,15.0,7.5
930110,15.0,7.5
930120,15.0,7.5
930190,15.0,7.5
930200,15.0,7.5
930310,15.0,7.5
930320,9.0,4.5
930330,15.0,7.5
930390,15.0,7.5
930400,15.0,7.5
930510,15.0,7.5
930520,12.5,6.25
930591,12.5,6.25
930599,10.0,5.0
930621,15.0,7.5
930629,15.0,7.5
930630,8.571428,4.285714
930690,9.0,4.5
930700,15.0,7.5
940110,15.0,7.5
940120,25.0,25.0
940130,25.0,25.0
940140,25.0,25.0
940152,25.0,25.0
940153,25.0,25.0
940159,25.0,25.0
940161,22.222221,22.222221
940169,24.166668,23.541668
940171,12.8571415,11.785713
940179,15.909092,15.909092
940180,18.948412,18.948412
940190,20.0,16.25
940210,0.0,0.0
940290,0.0,0.0
940310,25.0,25.0
940320,25.0,25.0
940330,25.0,25.0
940340,25.0,25.0
940350,25.0,25.0
940360,25.0,25.0
940370,22.916666,22.916666
940382,25.0,25.0
940383,25.0,25.0
940389,25.0,25.0
940390,25.0,25.0
940410,25.0,25.0
940421,25.0,25.0
940429,25.0,25.0
940430,0.0,0.0
940490,6.0,3.0
940510,25.0,25.0
940520,25.0,25.0
940530,25.0,25.0
940540,25.0,25.0
940550,25.0,25.0
940560,25.0,25.0
940591,25.0,25.0
940592,25.0,25.0
940599,25.0,25.0
940610,25.0,25.0
940690,25.0,25.0
950300,0.0,0.0
950420,11.25,5.625
950430,15.0,7.5
950440,0.0,0.0
950450,0.0,0.0
950490,5.0,2.5
950510,2.5,1.25
950590,0.0,0.0
950611,15.0,7.5
950612,15.0,7.5
950619,15.0,7.5
950621,15.0,7.5
950629,15.0,7.5
950631,15.0,7.5
950632,15.0,7.5
950639,15.0,7.5
950640,0.0,0.0
950651,5.0,2.5
950659,7.5,3.75
950661,15.0,7.5
950662,15.0,7.5
950669,15.0,7.5
950670,10.0,5.0
950691,15.0,7.5
950699,10.714286,5.357143
950710,0.0,0.0
950720,15.0,7.5
950730,7.5,3.75
950790,9.0,4.5
950810,15.0,7.5
950890,15.0,7.5
960110,15.0,7.5
960190,15.0,7.5
960200,15.0,7.5
960310,12.857142,6.428571
960321,15.0,7.5
960329,0.0,0.0
960330,10.0,5.0
960340,0.0,0.0
960350,15.0,7.5
960390,15.0,7.5
960400,15.0,7.5
960500,0.0,0.0
960610,25.0,25.0
960621,25.0,25.0
960622,25.0,25.0
960629,25.0,25.0
960630,25.0,25.0
960711,25.0,25.0
960719,25.0,25.0
960720,25.0,25.0
960810,15.0,7.5
960820,15.0,7.5
960830,15.0,7.5
960840,15.0,7.5
960850,15.0,7.5
960860,15.0,7.5
960891,15.0,7.5
960899,15.0,7.5
960910,15.0,7.5
960920,15.0,7.5
960990,15.0,7.5
961000,0.0,0.0
961100,15.0,7.5
961210,15.0,7.5
961220,15.0,7.5
961310,15.0,7.5
961320,0.0,0.0
961380,12.0,6.0
961390,15.0,7.5
961400,10.0,5.0
961511,0.0,0.0
961519,0.0,0.0
961590,0.0,0.0
961610,15.0,7.5
961620,0.0,0.0
961700,3.75,1.875
961800,15.0,7.5
961900,10.263158,5.131579
962000,25.0,25.0
970110,15.0,7.5
970190,15.0,7.5
970200,15.0,7.5
970300,15.0,7.5
970400,15.0,7.5
970500,12.272727,6.1363635
970600,15.0,7.5
980100,0.0,0.0
980200,0.0,0.0
980800,0.0,0.0
981000,0.0,0.0
981200,0.0,0.0
981700,0.0,0.0
981800,0.0,0.0
999995,0.0,0.0
